subject_id	predicate_id	object_id	mapping_justification	mapping_set	mapping_set_version	mapping_set_license	mapping_set_confidence	author_id	comment
ncit:C12232	oboinowl:hasDbXref	uberon:0001734	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12233	oboinowl:hasDbXref	uberon:0001736	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12234	oboinowl:hasDbXref	uberon:0001832	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12246	oboinowl:hasDbXref	uberon:0001051	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12253	oboinowl:hasDbXref	uberon:0013472	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12254	oboinowl:hasDbXref	uberon:0013474	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12255	oboinowl:hasDbXref	uberon:0013473	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12256	oboinowl:hasDbXref	uberon:0001162	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12257	oboinowl:hasDbXref	uberon:0001160	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12260	oboinowl:hasDbXref	uberon:0001166	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12263	oboinowl:hasDbXref	uberon:0002114	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12265	oboinowl:hasDbXref	uberon:0001156	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12266	oboinowl:hasDbXref	uberon:0022277	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12267	oboinowl:hasDbXref	uberon:0022276	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12268	oboinowl:hasDbXref	uberon:0001158	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12275	oboinowl:hasDbXref	uberon:0001764	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12279	oboinowl:hasDbXref	uberon:0036263	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12280	oboinowl:hasDbXref	uberon:0036068	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12290	oboinowl:hasDbXref	uberon:0001684	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12292	oboinowl:hasDbXref	uberon:0001757	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12298	oboinowl:hasDbXref	uberon:0003693	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12308	oboinowl:hasDbXref	uberon:0002411	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12311	oboinowl:hasDbXref	uberon:0000002	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12318	oboinowl:hasDbXref	uberon:0012332	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12328	oboinowl:hasDbXref	uberon:0001301	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12341	oboinowl:hasDbXref	uberon:0001811	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12343	oboinowl:hasDbXref	uberon:0000966	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12346	oboinowl:hasDbXref	uberon:0001817	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12347	oboinowl:hasDbXref	uberon:0001697	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12351	oboinowl:hasDbXref	uberon:0001869	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12352	oboinowl:hasDbXref	uberon:0016525	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12363	oboinowl:hasDbXref	uberon:0015876	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12366	oboinowl:hasDbXref	uberon:0001474	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12366	oboinowl:hasDbXref	uberon:0002481	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12372	oboinowl:hasDbXref	uberon:0001637	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12374	oboinowl:hasDbXref	uberon:0002384	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12376	oboinowl:hasDbXref	uberon:0002394	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12377	oboinowl:hasDbXref	uberon:0002110	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12379	oboinowl:hasDbXref	uberon:0000059	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12380	oboinowl:hasDbXref	uberon:0001154	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12381	oboinowl:hasDbXref	uberon:0001153	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12382	oboinowl:hasDbXref	uberon:0001155	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12384	oboinowl:hasDbXref	uberon:0001159	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12385	oboinowl:hasDbXref	uberon:0001157	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12386	oboinowl:hasDbXref	uberon:0002108	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12387	oboinowl:hasDbXref	uberon:0002116	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12388	oboinowl:hasDbXref	uberon:0002115	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12389	oboinowl:hasDbXref	uberon:0001043	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12390	oboinowl:hasDbXref	uberon:0001052	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12391	oboinowl:hasDbXref	uberon:0000945	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12392	oboinowl:hasDbXref	uberon:0002107	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12393	oboinowl:hasDbXref	uberon:0001264	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12394	oboinowl:hasDbXref	uberon:0001690	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12398	oboinowl:hasDbXref	uberon:0001905	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12399	oboinowl:hasDbXref	uberon:0000007	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12400	oboinowl:hasDbXref	uberon:0002046	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12401	oboinowl:hasDbXref	uberon:0000970	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12403	oboinowl:hasDbXref	uberon:0003889	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12404	oboinowl:hasDbXref	uberon:0000992	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12405	oboinowl:hasDbXref	uberon:0000995	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12407	oboinowl:hasDbXref	uberon:0000996	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12408	oboinowl:hasDbXref	uberon:0000997	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12409	oboinowl:hasDbXref	uberon:0000989	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12410	oboinowl:hasDbXref	uberon:0002367	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12412	oboinowl:hasDbXref	uberon:0000473	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12414	oboinowl:hasDbXref	uberon:0001255	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12415	oboinowl:hasDbXref	uberon:0002113	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12416	oboinowl:hasDbXref	uberon:0000056	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12417	oboinowl:hasDbXref	uberon:0000057	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12418	oboinowl:hasDbXref	uberon:0000033	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12418	oboinowl:hasDbXref	uberon:0000974	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12420	oboinowl:hasDbXref	uberon:0001737	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12421	oboinowl:hasDbXref	uberon:0000165	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12421	oboinowl:hasDbXref	uberon:0000167	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12422	oboinowl:hasDbXref	uberon:0001723	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12423	oboinowl:hasDbXref	uberon:0001728	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12424	oboinowl:hasDbXref	uberon:0001707	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12425	oboinowl:hasDbXref	uberon:0006562	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12427	oboinowl:hasDbXref	uberon:0001831	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12428	oboinowl:hasDbXref	uberon:0003126	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12429	oboinowl:hasDbXref	uberon:0002101	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12431	oboinowl:hasDbXref	uberon:0002371	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12432	oboinowl:hasDbXref	uberon:0002106	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12433	oboinowl:hasDbXref	uberon:0002370	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12434	oboinowl:hasDbXref	uberon:0000178	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12438	oboinowl:hasDbXref	uberon:0001017	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12439	oboinowl:hasDbXref	uberon:0000955	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12441	oboinowl:hasDbXref	uberon:0002298	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12443	oboinowl:hasDbXref	uberon:0000956	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12445	oboinowl:hasDbXref	uberon:0002037	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12454	oboinowl:hasDbXref	uberon:0001906	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12459	oboinowl:hasDbXref	uberon:0010225	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12464	oboinowl:hasDbXref	uberon:0002240	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12468	oboinowl:hasDbXref	uberon:0002048	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12469	oboinowl:hasDbXref	uberon:0000977	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12470	oboinowl:hasDbXref	uberon:0000014	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12470	oboinowl:hasDbXref	uberon:0002097	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12471	oboinowl:hasDbXref	uberon:0034929	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12472	oboinowl:hasDbXref	uberon:0001013	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12473	oboinowl:hasDbXref	uberon:0002018	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12498	oboinowl:hasDbXref	uberon:0001352	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12505	oboinowl:hasDbXref	uberon:0006956	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12664	oboinowl:hasDbXref	uberon:0003684	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12666	oboinowl:hasDbXref	uberon:0002369	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12669	oboinowl:hasDbXref	uberon:0000947	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12671	oboinowl:hasDbXref	uberon:0001460	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12673	oboinowl:hasDbXref	uberon:0002410	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12674	oboinowl:hasDbXref	uberon:0009472	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12679	oboinowl:hasDbXref	uberon:0001981	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12683	oboinowl:hasDbXref	uberon:0002185	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12684	oboinowl:hasDbXref	uberon:0002186	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12688	oboinowl:hasDbXref	uberon:0001435	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12692	oboinowl:hasDbXref	uberon:0001359	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12693	oboinowl:hasDbXref	uberon:0002413	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12695	oboinowl:hasDbXref	uberon:0001105	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12696	oboinowl:hasDbXref	uberon:0001350	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12698	oboinowl:hasDbXref	uberon:0001174	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12700	oboinowl:hasDbXref	uberon:0001785	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12701	oboinowl:hasDbXref	uberon:0002067	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12702	oboinowl:hasDbXref	uberon:0001103	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12704	oboinowl:hasDbXref	uberon:0002368	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12711	oboinowl:hasDbXref	uberon:0001679	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12715	oboinowl:hasDbXref	uberon:0002060	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12716	oboinowl:hasDbXref	uberon:0001361	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12717	oboinowl:hasDbXref	uberon:0000981	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12718	oboinowl:hasDbXref	uberon:0001446	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12719	oboinowl:hasDbXref	uberon:0000045	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12724	oboinowl:hasDbXref	uberon:0002486	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12726	oboinowl:hasDbXref	uberon:0008337	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12727	oboinowl:hasDbXref	uberon:0000948	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12731	oboinowl:hasDbXref	uberon:0000976	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12744	oboinowl:hasDbXref	uberon:0002414	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12745	oboinowl:hasDbXref	uberon:0000029	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12748	oboinowl:hasDbXref	uberon:0003728	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12751	oboinowl:hasDbXref	uberon:0010544	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12752	oboinowl:hasDbXref	uberon:6004648	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12757	oboinowl:hasDbXref	uberon:0001676	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12762	oboinowl:hasDbXref	uberon:0001729	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12763	oboinowl:hasDbXref	uberon:0001825	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12765	oboinowl:hasDbXref	uberon:0001132	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12766	oboinowl:hasDbXref	uberon:0004865	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12767	oboinowl:hasDbXref	uberon:0001270	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12767	oboinowl:hasDbXref	uberon:0002355	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12768	oboinowl:hasDbXref	uberon:0001021	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12769	oboinowl:hasDbXref	uberon:0001179	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12770	oboinowl:hasDbXref	uberon:0002358	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12777	oboinowl:hasDbXref	uberon:0001423	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12782	oboinowl:hasDbXref	uberon:0002228	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12783	oboinowl:hasDbXref	uberon:0006849	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12785	oboinowl:hasDbXref	uberon:0001300	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12787	oboinowl:hasDbXref	uberon:0000998	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12789	oboinowl:hasDbXref	uberon:0003128	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12790	oboinowl:hasDbXref	uberon:0001677	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12793	oboinowl:hasDbXref	uberon:0000975	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12796	oboinowl:hasDbXref	uberon:0001447	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12797	oboinowl:hasDbXref	uberon:0001678	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12798	oboinowl:hasDbXref	uberon:0002347	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12799	oboinowl:hasDbXref	uberon:0001443	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12800	oboinowl:hasDbXref	uberon:0000979	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12802	oboinowl:hasDbXref	uberon:0002372	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12809	oboinowl:hasDbXref	uberon:0001424	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12813	oboinowl:hasDbXref	uberon:0001000	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12814	oboinowl:hasDbXref	uberon:0001638	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12863	oboinowl:hasDbXref	uberon:0003864	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12903	oboinowl:hasDbXref	uberon:0035279	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C12998	oboinowl:hasDbXref	uberon:0001130	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13005	oboinowl:hasDbXref	uberon:0002407	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13011	oboinowl:hasDbXref	uberon:0004913	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13044	oboinowl:hasDbXref	uberon:0000982	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13045	oboinowl:hasDbXref	uberon:0000043	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13046	oboinowl:hasDbXref	uberon:0000211	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13050	oboinowl:hasDbXref	uberon:0001134	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13062	oboinowl:hasDbXref	uberon:0001137	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13063	oboinowl:hasDbXref	uberon:0000974	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13071	oboinowl:hasDbXref	uberon:0001456	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13188	oboinowl:hasDbXref	uberon:0000173	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13190	oboinowl:hasDbXref	uberon:0001796	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C13272	oboinowl:hasDbXref	uberon:0001987	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C142320	oboinowl:hasDbXref	uberon:0015469	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C164003	oboinowl:hasDbXref	uberon:0000317	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C165177	oboinowl:hasDbXref	uberon:0004916	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C177357	oboinowl:hasDbXref	uberon:0001905	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C177357	oboinowl:hasDbXref	uberon:0003689	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C177764	oboinowl:hasDbXref	uberon:0016530	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C177766	oboinowl:hasDbXref	uberon:0001870	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C177767	oboinowl:hasDbXref	uberon:0016540	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C177768	oboinowl:hasDbXref	uberon:0016538	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C186102	oboinowl:hasDbXref	uberon:8410050	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C199220	oboinowl:hasDbXref	uberon:0005396	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C204859	oboinowl:hasDbXref	uberon:0001443	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C25203	oboinowl:hasDbXref	uberon:0001467	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C25264	oboinowl:hasDbXref	uberon:0006679	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C26470	oboinowl:hasDbXref	uberon:0002397	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32042	oboinowl:hasDbXref	uberon:0001269	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32078	oboinowl:hasDbXref	uberon:0001488	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32141	oboinowl:hasDbXref	uberon:0004250	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32212	oboinowl:hasDbXref	uberon:0001982	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32250	oboinowl:hasDbXref	uberon:0001450	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32497	oboinowl:hasDbXref	uberon:0001461	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32538	oboinowl:hasDbXref	uberon:0002469	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32608	oboinowl:hasDbXref	uberon:0002389	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
ncit:C32622	oboinowl:hasDbXref	uberon:0002387	semapv:UnspecifiedMatching	NCI Thesaurus		CC-BY-4.0	0.99		
